id_client,recency,frequency,CA,R_score,F_score,M_score,RFM_score,Segment,CanalAcquisition,Recurrent,profit
C1872,34,3,271.7226,3,3,2,8,Fidèles,Google Ads,1,29.572600000000012
C1875,39,1,339.0222,2,2,2,6,À réactiver,Google Ads,0,107.80819999999999
C1876,4,2,217.09500000000003,4,3,2,9,Fidèles,Instagram Ads,1,40.43900000000002
C1877,32,1,123.69630000000001,3,2,1,6,Occasionnels,Influenceur,0,18.368299999999998
C1878,41,4,683.5735,2,3,3,8,Fidèles,Instagram Ads,1,178.07549999999998
C1879,77,3,618.3551,2,3,3,8,Fidèles,Email,1,170.62910000000002
C1880,165,1,43.0938,1,2,1,4,À réactiver,Instagram Ads,0,-6.5981999999999985
C1881,61,1,449.982,2,2,2,6,À réactiver,Email,0,138.99400000000003
C1882,2,4,917.4399999999999,4,3,3,10,VIP,Google Ads,1,271.386
C1883,142,1,1013.4911999999999,1,2,3,6,À réactiver,Email,0,374.8991999999999
C1884,55,2,284.7726,2,3,2,7,Occasionnels,Influenceur,1,63.2846
C1885,56,1,78.07679999999999,2,2,1,5,À réactiver,Google Ads,0,17.6288
C1886,100,2,1212.0701999999999,1,3,3,7,Occasionnels,Influenceur,1,297.9862
C1887,140,1,37.176,1,2,1,4,À réactiver,Instagram Ads,0,-11.545999999999996
C1888,52,2,1609.9015,2,3,3,8,Fidèles,Google Ads,1,519.0055000000001
C1889,153,1,112.74749999999999,1,2,1,4,À réactiver,Instagram Ads,0,3.869499999999995
C1891,44,2,239.93959999999998,2,3,2,7,Occasionnels,Google Ads,1,40.7356
C1893,149,1,286.5276,1,2,2,5,À réactiver,Instagram Ads,0,30.901600000000013
C1894,43,3,1002.0690000000001,2,3,3,8,Fidèles,Influenceur,1,344.90900000000005
C1897,51,4,670.2353999999999,2,3,3,8,Fidèles,Instagram Ads,1,169.9714
C1898,52,1,58.083,2,2,1,5,À réactiver,Instagram Ads,0,3.8689999999999998
C1899,144,1,537.744,1,2,2,5,À réactiver,Instagram Ads,0,114.35599999999998
C1900,89,2,1291.3351000000002,1,3,3,7,Occasionnels,Instagram Ads,1,404.7271000000002
C1902,45,2,121.93699999999998,2,3,1,6,Occasionnels,Instagram Ads,1,3.576999999999993
C1904,104,1,57.834,1,2,1,4,À réactiver,Instagram Ads,0,-2.0120000000000005
C1905,39,3,1026.9898,2,3,3,8,Fidèles,Influenceur,1,282.6838000000001
C1906,61,2,1790.9604000000002,2,3,3,8,Fidèles,Influenceur,1,580.5824000000001
C1907,181,1,165.3798,1,2,2,5,À réactiver,Influenceur,0,31.747799999999998
C1908,44,2,457.7427,2,3,2,7,Occasionnels,Google Ads,1,147.93470000000002
C1909,76,1,107.38709999999999,2,2,1,5,À réactiver,Google Ads,0,26.575099999999992
C1910,167,1,56.4417,1,2,1,4,À réactiver,Instagram Ads,0,1.1977000000000046
C1912,91,4,603.564,1,3,3,7,Occasionnels,Email,1,160.498
C1913,6,1,71.38799999999999,4,2,1,7,Occasionnels,Instagram Ads,0,2.2879999999999967
C1914,143,1,37.1628,1,2,1,4,À réactiver,Instagram Ads,0,0.14679999999999715
C1915,12,3,1504.8005,4,3,3,10,VIP,Email,1,462.7405000000001
C1916,9,2,171.45239999999998,4,3,2,9,Fidèles,Influenceur,1,22.88639999999999
C1917,79,1,22.096799999999998,1,2,1,4,À réactiver,Email,0,1.2407999999999983
C1918,99,1,62.272800000000004,1,2,1,4,À réactiver,Influenceur,0,1.1568000000000005
C1919,83,1,116.98559999999999,1,2,1,4,À réactiver,Google Ads,0,34.36959999999999
C1920,41,1,81.9546,2,2,1,5,À réactiver,Email,0,11.170600000000006
C1924,127,1,321.3009,1,2,2,5,À réactiver,Instagram Ads,0,59.67490000000003
C1925,11,3,1744.2595999999999,4,3,3,10,VIP,Instagram Ads,1,597.5656
C1927,66,2,91.6482,2,3,1,6,Occasionnels,Email,1,7.836200000000003
C1928,71,3,194.8512,2,3,2,7,Occasionnels,Instagram Ads,1,-5.546799999999994
C1931,65,1,45.8118,2,2,1,5,À réactiver,Email,0,7.2658000000000005
C1932,168,1,526.8078,1,2,2,5,À réactiver,Google Ads,0,171.1618
C1933,33,1,726.4322999999999,3,2,3,8,Fidèles,Google Ads,0,250.16629999999995
C1934,94,1,24.9484,1,2,1,4,À réactiver,Email,0,3.876400000000001
C1935,21,1,55.582499999999996,3,2,1,6,Occasionnels,Email,0,7.566499999999995
C1936,38,2,287.2326,2,3,2,7,Occasionnels,Instagram Ads,1,52.452600000000004
C1937,36,2,1176.6606000000002,2,3,3,8,Fidèles,Instagram Ads,1,391.8946000000001
C1938,46,2,1746.3564,2,3,3,8,Fidèles,Google Ads,1,620.0783999999999
C1939,15,1,56.016,3,2,1,6,Occasionnels,Instagram Ads,0,-7.8559999999999945
C1940,22,4,1238.0997,3,3,3,9,Fidèles,Email,1,312.24370000000005
C1942,70,2,118.2908,2,3,1,6,Occasionnels,Influenceur,1,19.762800000000006
C1943,71,3,1141.5306,2,3,3,8,Fidèles,Google Ads,1,336.67060000000004
C1944,14,4,1736.9284,3,3,3,9,Fidèles,Instagram Ads,1,568.6444
C1946,63,1,825.5663999999999,2,2,3,7,À réactiver,Instagram Ads,0,119.10440000000007
C1947,26,3,1466.6607,3,3,3,9,Fidèles,Instagram Ads,1,489.7526999999999
C1948,57,3,228.2554,2,3,2,7,Occasionnels,Email,1,26.5334
C1949,141,2,49.2278,1,3,1,5,Occasionnels,Email,1,-8.814200000000003
C1950,84,1,115.425,1,2,1,4,À réactiver,Email,0,31.294999999999995
C1951,25,3,1429.306,3,3,3,9,Fidèles,Instagram Ads,1,424.768
C1952,73,2,65.3426,2,3,1,6,Occasionnels,Influenceur,1,-12.961399999999996
C1953,75,2,661.4428,2,3,3,8,Fidèles,Email,1,218.09880000000007
C1955,129,1,78.2595,1,2,1,4,À réactiver,Email,0,17.799500000000002
C1956,79,3,1549.4974000000002,1,3,3,7,Occasionnels,Influenceur,1,547.3674000000001
C1957,15,2,999.918,3,3,3,9,Fidèles,Email,1,324.86400000000003
C1958,48,1,158.97299999999998,2,2,2,6,À réactiver,Email,0,52.16899999999999
C1959,16,5,1180.5281,3,4,3,10,VIP,Influenceur,1,216.2401
C1960,4,2,1101.8044,4,3,3,10,VIP,Google Ads,1,384.7744000000001
C1961,12,4,997.0574,4,3,3,10,VIP,Instagram Ads,1,247.67340000000002
C1962,73,1,391.09289999999993,2,2,2,6,À réactiver,Email,0,130.27489999999995
C1963,93,1,15.0494,1,2,1,4,À réactiver,Email,0,-4.486599999999999
C1964,106,3,353.5508,1,3,2,6,Occasionnels,Google Ads,1,102.6388
C1965,31,3,942.5552,3,3,3,9,Fidèles,Email,1,267.1672000000001
C1966,56,3,207.75150000000002,2,3,2,7,Occasionnels,Instagram Ads,1,32.443500000000014
C1967,73,1,82.908,2,2,1,5,À réactiver,Google Ads,0,21.607999999999997
C1968,61,4,1975.8339999999998,2,3,4,9,Fidèles,Google Ads,1,492.89599999999984
C1969,130,1,726.6335999999999,1,2,3,6,À réactiver,Instagram Ads,0,194.08959999999988
C1970,25,4,1509.9249000000002,3,3,3,9,Fidèles,Instagram Ads,1,390.96690000000007
C1971,157,1,59.4,1,2,1,4,À réactiver,Google Ads,0,9.739999999999998
C1972,174,1,206.16959999999997,1,2,2,5,À réactiver,Google Ads,0,68.49359999999999
C1975,42,3,716.4954,2,3,3,8,Fidèles,Email,1,231.6554
C1977,32,1,470.124,3,2,2,7,Occasionnels,Google Ads,0,147.24800000000002
C1978,20,2,855.1890000000001,3,3,3,9,Fidèles,Email,1,271.7630000000001
C1982,32,2,129.0395,3,3,1,7,Occasionnels,Email,1,14.293500000000005
C1983,156,2,75.26400000000001,1,3,1,5,Occasionnels,Google Ads,1,2.0040000000000084
C1984,18,3,212.885,3,3,2,8,Fidèles,Google Ads,1,25.94099999999999
C1985,184,1,75.47540000000001,1,2,1,4,À réactiver,Email,0,18.36140000000001
C1986,11,2,130.1094,4,3,1,8,Fidèles,Instagram Ads,1,6.297400000000019
C1987,78,3,1514.7156,2,3,3,8,Fidèles,Instagram Ads,1,438.0996000000002
C1988,22,5,866.8257,3,4,3,10,VIP,Google Ads,1,266.5677
C1989,14,1,256.9132,3,2,2,7,Occasionnels,Instagram Ads,0,31.095200000000027
C1990,131,1,82.176,1,2,1,4,À réactiver,Influenceur,0,10.494000000000003
C1991,26,2,681.62,3,3,3,9,Fidèles,Instagram Ads,1,198.48600000000002
C1992,61,1,482.4126,2,2,2,6,À réactiver,Instagram Ads,0,123.24059999999997
C1993,37,1,174.6108,2,2,2,6,À réactiver,Instagram Ads,0,31.21480000000001
C1994,68,2,533.8077,2,3,2,7,Occasionnels,Instagram Ads,1,172.27969999999996
C1996,76,1,1362.798,2,2,3,7,À réactiver,Instagram Ads,0,436.59599999999995
C1997,2,3,1620.3755999999998,4,3,3,10,VIP,Influenceur,1,390.9615999999999
C1998,13,2,1069.0215,3,3,3,9,Fidèles,Instagram Ads,1,309.19550000000004
C1999,8,2,697.3301999999999,4,3,3,10,VIP,Instagram Ads,1,191.51819999999998
